ID,Pin,First Name,Last Name,Address,City,State,Zip,Phone Number,Date of Birth,Checking Account Number,Checking Balance,Savings Account Number,Savings Balance,Credit Account Number,Credit Balance,Credit Score,Credit Limit
512,4112,Colleen,Torres,848,El Paso,TX,79999,(915) 123-4567,12/7/35,1000512,82614.50000000001,2000512,159311.69999999998,3000512,969.95,848,22200
513,5667,Jennifer,Mills,456,El Paso,TX,79999,(915) 123-4567,3/10/91,1000513,101767.63000000008,2000513,138129.76,3000513,199.26,456,200
514,5594,Wendy,Campos,464,El Paso,TX,79999,(915) 123-4567,2/20/00,1000514,86464.57,2000514,172841.20000000004,3000514,192.59,464,200
515,2889,Bobby,Bennett,517,El Paso,TX,79999,(915) 123-4567,2/2/14,1000515,96899.54000000005,2000515,127935.30000000002,3000515,594.7300000000002,517,600
516,2594,Michael,Adams,498,El Paso,TX,79999,(915) 123-4567,1/13/58,1000516,101465.04000000007,2000516,197832.94999999998,3000516,396.68000000000006,498,400
517,1943,Jamie,Conner,806,El Paso,TX,79999,(915) 123-4567,3/9/30,1000517,94054.60000000005,2000517,169318.08999999997,3000517,684.9700000000003,806,18900
518,5736,Christopher,Sanford,808,El Paso,TX,79999,(915) 123-4567,8/7/07,1000518,73319.73000000004,2000518,148510.97000000003,3000518,945.4099999999997,808,23800
519,3233,Margaret,Smith,656,El Paso,TX,79999,(915) 123-4567,11/20/86,1000519,59967.54000000002,2000519,193654.51999999987,3000519,810.3800000000001,656,2500
520,6145,Michael,Morton,790,El Paso,TX,79999,(915) 123-4567,6/2/72,1000520,63645.85000000006,2000520,147677.46999999997,3000520,874.9399999999998,790,12900
521,2768,Noah,Horne,666,El Paso,TX,79999,(915) 123-4567,7/30/32,1000521,69938.62000000004,2000521,148697.8,3000521,517.9300000000001,666,1500
522,2164,Kim,Contreras,544,El Paso,TX,79999,(915) 123-4567,4/28/37,1000522,88834.90999999997,2000522,186564.95999999996,3000522,299.88999999999993,544,300
523,2510,Tiffany,Davis,459,El Paso,TX,79999,(915) 123-4567,7/9/52,1000523,79306.21000000004,2000523,176818.31,3000523,575.0400000000002,459,600
524,1556,Victoria,Moses,359,El Paso,TX,79999,(915) 123-4567,1/31/70,1000524,66001.48999999999,2000524,179565.08999999994,3000524,199.31,359,200
525,8830,Robin,Watson,846,El Paso,TX,79999,(915) 123-4567,1/2/73,1000525,48253.409999999974,2000525,148958.49999999997,3000525,1630.0900000000004,846,18800
526,2469,Christopher,Melendez,433,El Paso,TX,79999,(915) 123-4567,3/29/02,1000526,91983.63000000012,2000526,163133.6499999999,3000526,398.9700000000001,433,400
527,5481,Nancy,Robles,525,El Paso,TX,79999,(915) 123-4567,3/8/49,1000527,102791.78000000004,2000527,157223.83,3000527,194.98000000000002,525,200
528,6325,Kaylee,Hale,669,El Paso,TX,79999,(915) 123-4567,3/1/57,1000528,63922.46000000004,2000528,164828.0,3000528,1488.32,669,1500
529,1296,Ryan,Brown,741,El Paso,TX,79999,(915) 123-4567,8/21/77,1000529,95590.9,2000529,173072.51000000004,3000529,697.72,741,11000
530,5350,Grace,Kelley,475,El Paso,TX,79999,(915) 123-4567,3/6/80,1000530,51476.54000000002,2000530,137353.53999999998,3000530,591.2299999999999,475,600
531,1141,Alexander,Carter,469,El Paso,TX,79999,(915) 123-4567,9/21/65,1000531,65096.429999999964,2000531,197015.19000000006,3000531,474.93,469,500
532,6605,Dennis,Reynolds,820,El Paso,TX,79999,(915) 123-4567,1/9/78,1000532,84468.59999999998,2000532,192597.15,3000532,165.67999999999984,820,19700
533,3910,Jenna,Chase,429,El Paso,TX,79999,(915) 123-4567,4/21/07,1000533,48354.61000000003,2000533,181583.09,3000533,479.6999999999999,429,500
534,2971,Michelle,Pruitt,572,El Paso,TX,79999,(915) 123-4567,10/13/86,1000534,85402.88000000005,2000534,184945.82,3000534,66.08999999999997,572,500
535,8476,Sherri,Velasquez,555,El Paso,TX,79999,(915) 123-4567,3/2/55,1000535,54244.12000000001,2000535,130493.21000000004,3000535,298.36,555,300
536,8195,Darlene,Russell,626,El Paso,TX,79999,(915) 123-4567,3/29/12,1000536,90247.96999999996,2000536,176073.71999999997,3000536,1051.91,626,4600
537,1942,Jessica,Olsen,716,El Paso,TX,79999,(915) 123-4567,1/30/70,1000537,78362.1,2000537,184997.58999999994,3000537,523.2700000000007,716,5900
538,3904,Lisa,Robinson,665,El Paso,TX,79999,(915) 123-4567,8/25/51,1000538,106600.73999999998,2000538,186233.41999999995,3000538,811.6500000000002,665,1400
539,6619,Michael,Martinez,498,El Paso,TX,79999,(915) 123-4567,11/12/14,1000539,80626.93999999997,2000539,207281.19999999995,3000539,194.77999999999997,498,200
540,1958,Richard,Edwards,448,El Paso,TX,79999,(915) 123-4567,5/19/35,1000540,112798.64999999997,2000540,195723.3199999999,3000540,296.12,448,300
541,2528,Amy,Chase,825,El Paso,TX,79999,(915) 123-4567,8/24/88,1000541,119735.70999999993,2000541,147377.76,3000541,521.0400000000005,825,23800
542,7634,Amanda,Vang,350,El Paso,TX,79999,(915) 123-4567,9/6/78,1000542,84402.2300000001,2000542,189919.9300000001,3000542,135.23000000000013,350,500
543,5764,Angela,Walker,631,El Paso,TX,79999,(915) 123-4567,5/1/20,1000543,65410.27,2000543,185302.14,3000543,169.49000000000007,631,4700
544,1858,Kylie,Summers,638,El Paso,TX,79999,(915) 123-4567,8/19/76,1000544,97568.73000000003,2000544,143782.2799999999,3000544,1070.29,638,4200
545,8393,Brandy,Valenzuela,756,El Paso,TX,79999,(915) 123-4567,1/31/00,1000545,72163.04000000001,2000545,137492.03,3000545,956.8000000000002,756,14400
546,5463,Courtney,Tran,732,El Paso,TX,79999,(915) 123-4567,7/13/52,1000546,90676.40000000001,2000546,171036.76999999993,3000546,127.8499999999999,732,7200
547,7717,Ryan,Bowman,600,El Paso,TX,79999,(915) 123-4567,12/6/32,1000547,85450.31999999999,2000547,147492.33999999994,3000547,1047.9499999999998,600,2800
548,7464,Kathleen,Hines,578,El Paso,TX,79999,(915) 123-4567,12/30/74,1000548,77654.23,2000548,170956.16,3000548,296.91,578,300
549,4277,Ryan,Sullivan,643,El Paso,TX,79999,(915) 123-4567,5/2/91,1000549,90529.95000000003,2000549,186604.99999999997,3000549,549.36,643,1900
550,8618,Kimberly,Johnson,742,El Paso,TX,79999,(915) 123-4567,9/25/62,1000550,92513.12,2000550,182644.02,3000550,134.99999999999943,742,10200
551,8121,Kelly,Harris,828,El Paso,TX,79999,(915) 123-4567,3/8/40,1000551,107498.02000000005,2000551,143551.8900000001,3000551,393.5599999999997,828,22700
552,5162,William,Evans,556,El Paso,TX,79999,(915) 123-4567,4/2/74,1000552,80569.96999999999,2000552,150014.63000000006,3000552,434.4899999999999,556,600
553,2381,Dakota,Harper,476,El Paso,TX,79999,(915) 123-4567,9/30/63,1000553,106767.38000000003,2000553,161761.39000000007,3000553,498.1900000000003,476,500
554,6359,Martha,Perry,609,El Paso,TX,79999,(915) 123-4567,7/3/36,1000554,69240.69999999995,2000554,145563.15000000002,3000554,851.7099999999989,609,4900
555,3576,Brittany,Weaver,755,El Paso,TX,79999,(915) 123-4567,7/13/10,1000555,48221.37999999998,2000555,132547.2800000001,3000555,616.3600000000005,755,10500
556,2245,Rodney,Berg,550,El Paso,TX,79999,(915) 123-4567,5/9/55,1000556,76374.50999999997,2000556,189900.56000000006,3000556,175.34,550,200
557,2323,Heidi,Page,448,El Paso,TX,79999,(915) 123-4567,4/2/40,1000557,84997.64000000003,2000557,162243.25999999995,3000557,195.07999999999998,448,200
558,6483,Bobby,Gonzales,823,El Paso,TX,79999,(915) 123-4567,2/19/11,1000558,89239.62999999998,2000558,145992.22999999998,3000558,1263.960000000001,823,23000
559,7814,Jake,Mitchell,829,El Paso,TX,79999,(915) 123-4567,5/31/71,1000559,88677.44999999998,2000559,193353.0200000001,3000559,160.8200000000013,829,21700
560,5676,Gerald,Beltran,330,El Paso,TX,79999,(915) 123-4567,7/13/28,1000560,106685.47,2000560,164275.5700000001,3000560,299.1200000000001,330,300
561,5760,Joel,Welch,761,El Paso,TX,79999,(915) 123-4567,12/27/46,1000561,116838.72000000003,2000561,147000.94999999998,3000561,539.3600000000001,761,10000
562,6577,Diana,Matthews,575,El Paso,TX,79999,(915) 123-4567,2/8/99,1000562,90781.79999999989,2000562,160862.02,3000562,299.68000000000006,575,300
563,4354,Christopher,Johnson,768,El Paso,TX,79999,(915) 123-4567,10/3/50,1000563,110805.51000000007,2000563,183809.15999999995,3000563,957.5200000000009,768,10800
564,6949,Ricky,Gardner,420,El Paso,TX,79999,(915) 123-4567,12/23/95,1000564,49153.75999999997,2000564,169785.1800000001,3000564,425.1,420,500
565,5350,Corey,Wilson,710,El Paso,TX,79999,(915) 123-4567,7/20/94,1000565,80785.83999999995,2000565,180740.43999999992,3000565,964.3999999999999,710,6600
566,9489,Barbara,Lane,414,El Paso,TX,79999,(915) 123-4567,3/22/81,1000566,100883.82000000012,2000566,189070.25999999995,3000566,191.85999999999999,414,200
567,3301,Dylan,Lopez,385,El Paso,TX,79999,(915) 123-4567,2/23/35,1000567,88629.44000000005,2000567,200492.7099999999,3000567,577.7299999999999,385,600
568,2594,Martin,Edwards,450,El Paso,TX,79999,(915) 123-4567,9/23/35,1000568,102153.45999999998,2000568,168693.03000000006,3000568,398.86,450,400
569,7879,Misty,Jimenez,361,El Paso,TX,79999,(915) 123-4567,4/16/94,1000569,149566.50999999998,2000569,153201.32999999996,3000569,99.32,361,100
570,8488,Chris,Jones,440,El Paso,TX,79999,(915) 123-4567,11/23/59,1000570,97641.31,2000570,195014.64,3000570,399.90000000000003,440,400
571,3590,Robert,Leblanc,386,El Paso,TX,79999,(915) 123-4567,1/26/22,1000571,103245.51000000005,2000571,207337.13000000006,3000571,407.03999999999996,386,500
572,8658,Brandon,Dillon,557,El Paso,TX,79999,(915) 123-4567,6/18/83,1000572,75480.64000000003,2000572,174407.56,3000572,393.21999999999997,557,400
573,7350,Chad,Clark,556,El Paso,TX,79999,(915) 123-4567,10/29/47,1000573,64981.490000000005,2000573,179046.47000000012,3000573,496.0500000000001,556,500
574,8579,Danielle,Gardner,338,El Paso,TX,79999,(915) 123-4567,6/6/78,1000574,87148.62000000005,2000574,180761.72999999998,3000574,188.19,338,200
575,1919,Bradley,Bell,819,El Paso,TX,79999,(915) 123-4567,1/26/57,1000575,69771.39999999995,2000575,162251.04000000007,3000575,1237.8699999999994,819,23100
576,4455,Christopher,Craig,455,El Paso,TX,79999,(915) 123-4567,4/4/10,1000576,63876.44999999998,2000576,186601.37999999998,3000576,233.33999999999995,455,500
577,6676,Jamie,Hernandez,699,El Paso,TX,79999,(915) 123-4567,2/19/63,1000577,102461.71999999996,2000577,203859.86,3000577,442.2699999999993,699,5600
578,4651,David,Costa,694,El Paso,TX,79999,(915) 123-4567,7/2/84,1000578,86917.79000000001,2000578,201801.8500000001,3000578,727.4600000000004,694,6600
579,9362,Theresa,Clark,516,El Paso,TX,79999,(915) 123-4567,8/13/49,1000579,42650.289999999986,2000579,177066.90000000002,3000579,88.39000000000001,516,100
580,6755,Cassandra,Cook,843,El Paso,TX,79999,(915) 123-4567,6/21/97,1000580,86452.55999999994,2000580,196807.62999999992,3000580,682.4199999999994,843,16300
581,5533,Dana,Jones,620,El Paso,TX,79999,(915) 123-4567,1/23/89,1000581,78854.2200000001,2000581,203512.51,3000581,592.0400000000004,620,1500
582,7756,Phillip,Brown,811,El Paso,TX,79999,(915) 123-4567,2/24/65,1000582,99491.75000000006,2000582,182783.82000000004,3000582,1003.0800000000004,811,21200
583,4996,Andrew,Torres,685,El Paso,TX,79999,(915) 123-4567,5/10/75,1000583,74550.73000000003,2000583,138588.85,3000583,616.5800000000004,685,5900
584,2560,Sheri,Adams,534,El Paso,TX,79999,(915) 123-4567,6/29/01,1000584,97397.68000000007,2000584,209800.60000000006,3000584,267.18999999999994,534,500
585,8859,Heather,Little,592,El Paso,TX,79999,(915) 123-4567,8/24/43,1000585,63295.11999999997,2000585,219100.55000000008,3000585,131.9500000000003,592,900
586,7889,James,Morgan,480,El Paso,TX,79999,(915) 123-4567,6/21/28,1000586,56574.320000000036,2000586,159795.94999999992,3000586,298.97,480,300
587,4503,Cynthia,Powell,555,El Paso,TX,79999,(915) 123-4567,11/27/15,1000587,82592.64999999998,2000587,121928.98000000003,3000587,149.1600000000001,555,500
588,4936,Joseph,Macdonald,489,El Paso,TX,79999,(915) 123-4567,11/2/82,1000588,72145.01999999995,2000588,183627.66000000006,3000588,279.55,489,300
589,1734,Jeff,Ray,352,El Paso,TX,79999,(915) 123-4567,7/30/28,1000589,82389.43999999997,2000589,180208.65999999997,3000589,499.6500000000001,352,500
590,4387,Michelle,Ramirez,411,El Paso,TX,79999,(915) 123-4567,7/28/78,1000590,65245.700000000084,2000590,172382.39,3000590,592.9300000000001,411,600
591,1379,Christina,Jones,383,El Paso,TX,79999,(915) 123-4567,7/9/98,1000591,44158.07000000003,2000591,197967.15,3000591,296.4400000000001,383,300
592,6222,Alyssa,Smith,597,El Paso,TX,79999,(915) 123-4567,10/16/10,1000592,89079.58999999994,2000592,199053.09000000005,3000592,763.2200000000001,597,1400
593,1183,Anthony,Brooks,426,El Paso,TX,79999,(915) 123-4567,7/12/82,1000593,78450.00000000009,2000593,156736.89999999994,3000593,197.06000000000006,426,200
594,6949,Anthony,Barber,828,El Paso,TX,79999,(915) 123-4567,4/20/51,1000594,127185.90999999995,2000594,183376.56000000003,3000594,855.8900000000004,828,19500
595,6561,James,Brennan,367,El Paso,TX,79999,(915) 123-4567,7/29/52,1000595,76842.54999999999,2000595,169305.82999999993,3000595,598.8299999999999,367,600
596,3850,Heather,Robbins,494,El Paso,TX,79999,(915) 123-4567,7/16/67,1000596,51061.10000000001,2000596,169621.17999999988,3000596,479.7300000000001,494,500
597,6849,Sarah,Anderson,796,El Paso,TX,79999,(915) 123-4567,5/2/91,1000597,64322.65999999997,2000597,176285.42999999993,3000597,1407.4300000000007,796,9300
598,3476,Darin,Baker,682,El Paso,TX,79999,(915) 123-4567,5/20/81,1000598,77029.23000000001,2000598,186657.42000000007,3000598,407.0800000000002,682,7200
599,9818,Jennifer,Smith,417,El Paso,TX,79999,(915) 123-4567,2/3/18,1000599,90772.29000000001,2000599,159256.0599999999,3000599,199.94,417,200
600,6200,David,Harvey,362,El Paso,TX,79999,(915) 123-4567,8/16/58,1000600,83607.14000000004,2000600,145989.52000000002,3000600,43.039999999999964,362,400
601,5603,Shannon,White,431,El Paso,TX,79999,(915) 123-4567,1/11/21,1000601,85602.14,2000601,176032.37000000002,3000601,293.94000000000017,431,300
602,1115,Brian,Gates,803,El Paso,TX,79999,(915) 123-4567,8/4/05,1000602,93582.24000000002,2000602,137851.19999999998,3000602,187.23999999999918,803,24300
603,1267,Victor,Ross,742,El Paso,TX,79999,(915) 123-4567,3/19/02,1000603,83670.68000000001,2000603,170043.02,3000603,328.10000000000014,742,10300
604,6874,Antonio,Edwards,331,El Paso,TX,79999,(915) 123-4567,2/17/82,1000604,99104.23999999996,2000604,146801.39,3000604,597.3700000000002,331,600
605,6244,Lawrence,Price,526,El Paso,TX,79999,(915) 123-4567,2/8/78,1000605,76399.37999999996,2000605,208134.0,3000605,590.1100000000002,526,600
606,3682,Sarah,Cline,700,El Paso,TX,79999,(915) 123-4567,12/7/33,1000606,110744.80000000008,2000606,207247.84999999992,3000606,929.3899999999999,700,5800
607,3386,Linda,Robles,465,El Paso,TX,79999,(915) 123-4567,1/14/69,1000607,106547.13000000003,2000607,179219.41999999995,3000607,472.79,465,500
608,8352,Amber,Nguyen,599,El Paso,TX,79999,(915) 123-4567,5/21/02,1000608,86480.44000000003,2000608,144905.93,3000608,893.1899999999999,599,4800
609,6279,Rick,Parrish,407,El Paso,TX,79999,(915) 123-4567,11/16/10,1000609,90263.69,2000609,177503.51000000004,3000609,198.9,407,200
610,9854,Edward,Molina,685,El Paso,TX,79999,(915) 123-4567,5/22/92,1000610,84048.29,2000610,175182.02,3000610,515.8,685,7100
611,4462,Darren,Gibbs,455,El Paso,TX,79999,(915) 123-4567,3/11/38,1000611,75103.75999999998,2000611,167314.5299999999,3000611,98.95,455,100
612,4966,Andrew,Mcclure,764,El Paso,TX,79999,(915) 123-4567,3/30/73,1000612,52530.539999999986,2000612,153991.4,3000612,937.4000000000009,764,9000
613,4112,Michael,King,577,El Paso,TX,79999,(915) 123-4567,8/20/30,1000613,72156.66999999998,2000613,193047.78000000006,3000613,493.8500000000001,577,500
614,5717,Vanessa,Watson,547,El Paso,TX,79999,(915) 123-4567,2/23/07,1000614,102423.79000000001,2000614,131458.77000000002,3000614,197.35000000000002,547,200
615,4935,Jerry,Smith,472,El Paso,TX,79999,(915) 123-4567,9/13/55,1000615,65234.01999999997,2000615,177992.55000000013,3000615,418.93,472,500
616,8685,Andrew,Marshall,651,El Paso,TX,79999,(915) 123-4567,7/22/66,1000616,84422.32999999997,2000616,172319.04999999996,3000616,681.2200000000003,651,3800
617,4733,Janet,Hughes,793,El Paso,TX,79999,(915) 123-4567,12/26/96,1000617,114721.93000000007,2000617,174607.41000000003,3000617,184.91999999999973,793,10200
618,1644,Tyler,Baxter,492,El Paso,TX,79999,(915) 123-4567,7/2/12,1000618,87710.31999999996,2000618,166890.72999999995,3000618,399.72999999999996,492,400
619,8482,Amber,Long,322,El Paso,TX,79999,(915) 123-4567,7/15/41,1000619,94715.40000000008,2000619,163119.07,3000619,285.60999999999996,322,300
620,7174,Jared,Perry,755,El Paso,TX,79999,(915) 123-4567,7/13/83,1000620,78086.30999999997,2000620,208430.04999999996,3000620,435.8399999999997,755,13600
621,2733,Natalie,Richardson,721,El Paso,TX,79999,(915) 123-4567,5/4/43,1000621,101070.96000000006,2000621,152379.10999999996,3000621,2100.1499999999996,721,7000
622,5765,Erika,Lopez,784,El Paso,TX,79999,(915) 123-4567,10/31/83,1000622,79470.85999999997,2000622,189054.29999999996,3000622,2014.5500000000004,784,12700
623,7634,Michelle,Walsh,480,El Paso,TX,79999,(915) 123-4567,11/29/47,1000623,83672.55999999998,2000623,190581.08999999997,3000623,398.88,480,400
624,8745,Anthony,Carson,312,El Paso,TX,79999,(915) 123-4567,9/14/31,1000624,55811.70999999999,2000624,180426.34999999998,3000624,99.30999999999999,312,100
625,1151,Heather,Cunningham,561,El Paso,TX,79999,(915) 123-4567,11/8/28,1000625,74694.78000000003,2000625,172697.04,3000625,98.06999999999998,561,100
626,4874,Ronald,Bond,542,El Paso,TX,79999,(915) 123-4567,9/9/19,1000626,58954.880000000034,2000626,131970.67999999996,3000626,396.73,542,400
627,6804,Sherri,Armstrong,755,El Paso,TX,79999,(915) 123-4567,11/12/93,1000627,88543.24000000005,2000627,161888.55000000016,3000627,67.79999999999924,755,12300
628,5481,Jacob,Contreras,638,El Paso,TX,79999,(915) 123-4567,6/23/54,1000628,78186.20999999999,2000628,171570.98,3000628,205.7799999999998,638,3000
629,2470,Colleen,Sanchez,622,El Paso,TX,79999,(915) 123-4567,6/29/58,1000629,83586.15999999999,2000629,170372.49000000008,3000629,1306.4700000000003,622,4500
630,3436,Derek,Lopez,710,El Paso,TX,79999,(915) 123-4567,10/5/03,1000630,63161.59000000001,2000630,156125.96999999997,3000630,261.7899999999995,710,6500
631,2809,Kayla,Smith,410,El Paso,TX,79999,(915) 123-4567,8/7/80,1000631,76451.18000000004,2000631,175406.43999999997,3000631,236.9599999999999,410,600
632,2921,Christopher,Osborne,547,El Paso,TX,79999,(915) 123-4567,2/2/33,1000632,60499.63000000003,2000632,171514.25000000003,3000632,569.69,547,600
633,7515,Mercedes,Nichols,323,El Paso,TX,79999,(915) 123-4567,10/28/61,1000633,97474.37000000005,2000633,209652.11000000002,3000633,497.2000000000001,323,500
634,3452,Beth,Sharp,795,El Paso,TX,79999,(915) 123-4567,9/29/16,1000634,84636.19999999997,2000634,142927.53,3000634,1147.9900000000002,795,15900
635,6295,Scott,Bailey,557,El Paso,TX,79999,(915) 123-4567,2/25/11,1000635,141369.21000000002,2000635,136120.94999999998,3000635,99.64999999999999,557,100
636,7157,Crystal,Young,594,El Paso,TX,79999,(915) 123-4567,8/29/86,1000636,51796.54999999999,2000636,145241.75999999998,3000636,1307.5200000000004,594,4500
637,5882,Allen,Arnold,401,El Paso,TX,79999,(915) 123-4567,3/10/84,1000637,67163.04000000004,2000637,176947.06000000006,3000637,99.88,401,100
638,8764,Donald,Tran,515,El Paso,TX,79999,(915) 123-4567,6/30/91,1000638,89544.85999999991,2000638,160743.66999999998,3000638,192.58,515,200
639,9732,Christopher,Fields,614,El Paso,TX,79999,(915) 123-4567,3/24/31,1000639,84055.66999999998,2000639,159348.3999999999,3000639,675.9699999999999,614,4800
640,2311,Luis,Johnson,765,El Paso,TX,79999,(915) 123-4567,6/15/87,1000640,81386.52,2000640,166605.68000000008,3000640,56.78999999999984,765,14700
641,1105,Krista,Lambert,759,El Paso,TX,79999,(915) 123-4567,7/19/44,1000641,67748.43000000001,2000641,195029.48999999996,3000641,2512.9100000000008,759,11600
642,2543,Nicholas,Copeland,325,El Paso,TX,79999,(915) 123-4567,2/8/21,1000642,76073.00999999998,2000642,171789.12,3000642,99.97,325,100
643,9661,Mark,Rogers,823,El Paso,TX,79999,(915) 123-4567,12/5/16,1000643,91162.99000000003,2000643,174078.89,3000643,617.0899999999995,823,22900
644,3443,Jessica,Ramirez,499,El Paso,TX,79999,(915) 123-4567,7/20/60,1000644,68058.08000000003,2000644,233663.5400000001,3000644,396.08000000000004,499,400
645,7203,Matthew,Gonzalez,390,El Paso,TX,79999,(915) 123-4567,10/1/58,1000645,87648.65,2000645,163132.33,3000645,597.0900000000003,390,600
646,2656,Rose,Burgess,703,El Paso,TX,79999,(915) 123-4567,5/31/01,1000646,65679.12,2000646,185593.39000000013,3000646,737.2499999999999,703,5300
647,2822,Holly,Schneider,591,El Paso,TX,79999,(915) 123-4567,1/17/02,1000647,69697.34,2000647,158293.3900000001,3000647,1058.5699999999997,591,1700
648,7829,Joanna,Knight,825,El Paso,TX,79999,(915) 123-4567,2/6/87,1000648,92986.56000000007,2000648,137239.1,3000648,964.4800000000009,825,16400
649,7616,David,Cox,745,El Paso,TX,79999,(915) 123-4567,5/17/30,1000649,64815.469999999994,2000649,160859.8600000001,3000649,708.5899999999999,745,9200
650,7928,Elizabeth,Reyes,657,El Paso,TX,79999,(915) 123-4567,6/28/20,1000650,60584.94000000004,2000650,172037.95000000004,3000650,667.0200000000004,657,1100
651,4279,Melissa,Mcdonald,734,El Paso,TX,79999,(915) 123-4567,1/16/31,1000651,69376.31000000004,2000651,205715.24999999994,3000651,812.8799999999997,734,5200
652,5181,James,Anderson,306,El Paso,TX,79999,(915) 123-4567,6/15/45,1000652,73139.51,2000652,164311.94000000006,3000652,141.08,306,200
653,2351,Loretta,Phillips,383,El Paso,TX,79999,(915) 123-4567,2/5/48,1000653,109610.30000000008,2000653,150534.68000000005,3000653,495.38,383,500
654,3185,Gina,Swanson,642,El Paso,TX,79999,(915) 123-4567,1/9/80,1000654,82939.41999999995,2000654,170970.58000000005,3000654,1251.6900000000005,642,2400
655,5931,Kimberly,Martinez,780,El Paso,TX,79999,(915) 123-4567,6/28/06,1000655,73925.35999999999,2000655,189116.51999999996,3000655,803.86,780,15100
656,4445,Stephanie,Kirby,700,El Paso,TX,79999,(915) 123-4567,3/2/90,1000656,115657.47999999991,2000656,165721.14000000007,3000656,1573.11,700,7100
657,5103,Teresa,Gardner,398,El Paso,TX,79999,(915) 123-4567,6/14/95,1000657,56659.46000000001,2000657,158394.58000000005,3000657,567.3700000000002,398,600
658,1567,Brandon,Flores,487,El Paso,TX,79999,(915) 123-4567,8/27/42,1000658,44752.659999999996,2000658,166892.26999999996,3000658,246.43999999999997,487,500
659,9724,Anthony,Moore,829,El Paso,TX,79999,(915) 123-4567,8/28/82,1000659,110325.3,2000659,176432.91000000003,3000659,693.1399999999998,829,19500
660,7559,Steven,Hartman,532,El Paso,TX,79999,(915) 123-4567,7/21/28,1000660,80892.88,2000660,180411.51,3000660,296.87000000000006,532,300
661,2902,Derek,Macias,457,El Paso,TX,79999,(915) 123-4567,12/19/87,1000661,75725.82999999999,2000661,175368.72,3000661,280.8400000000001,457,400
662,2682,Christopher,Robinson,479,El Paso,TX,79999,(915) 123-4567,1/29/73,1000662,131028.1499999999,2000662,171944.4700000001,3000662,497.8600000000001,479,500
663,7892,Scott,Dunn,544,El Paso,TX,79999,(915) 123-4567,5/1/56,1000663,61488.65000000001,2000663,182195.74000000005,3000663,275.01000000000005,544,300
664,7494,Lawrence,Henry,460,El Paso,TX,79999,(915) 123-4567,4/4/98,1000664,84198.63000000003,2000664,161046.47,3000664,291.34000000000015,460,300
665,3462,Gabriel,Sanders,687,El Paso,TX,79999,(915) 123-4567,2/12/72,1000665,63551.51999999998,2000665,167258.92000000004,3000665,1323.9699999999998,687,6000
666,2619,Lori,Hall,581,El Paso,TX,79999,(915) 123-4567,5/29/49,1000666,74085.59000000005,2000666,168705.61999999994,3000666,290.27999999999975,581,4300
667,2445,Brittany,Richard,529,El Paso,TX,79999,(915) 123-4567,11/26/68,1000667,107014.05,2000667,160407.04,3000667,482.21000000000004,529,500
668,7681,Sarah,Jones,364,El Paso,TX,79999,(915) 123-4567,1/19/73,1000668,78971.28000000003,2000668,142286.84999999998,3000668,373.7600000000001,364,500
669,7346,Nicholas,Jackson,604,El Paso,TX,79999,(915) 123-4567,5/18/92,1000669,93276.92000000006,2000669,189238.87,3000669,476.5200000000003,604,1600
670,6151,Julia,Jones,643,El Paso,TX,79999,(915) 123-4567,12/22/63,1000670,111858.56000000003,2000670,165801.0900000001,3000670,1282.4400000000005,643,1300
671,3394,Jennifer,Schultz,706,El Paso,TX,79999,(915) 123-4567,10/6/49,1000671,113852.56000000004,2000671,137664.32999999996,3000671,779.1300000000002,706,6300
672,5967,Ashley,Walker,414,El Paso,TX,79999,(915) 123-4567,3/2/19,1000672,65510.08000000004,2000672,142556.62000000002,3000672,387.87,414,400
673,5115,Michael,Parrish,362,El Paso,TX,79999,(915) 123-4567,9/2/67,1000673,95993.30000000005,2000673,147037.81000000006,3000673,199.8,362,200
674,7572,Alyssa,Poole,766,El Paso,TX,79999,(915) 123-4567,10/3/12,1000674,51452.41999999999,2000674,189985.80999999994,3000674,1200.2500000000005,766,14300
675,5682,William,Ortiz,570,El Paso,TX,79999,(915) 123-4567,3/17/03,1000675,97111.3,2000675,176889.2799999999,3000675,196.44,570,200
676,2329,Jason,Clark,388,El Paso,TX,79999,(915) 123-4567,4/17/12,1000676,94517.1900000001,2000676,152949.19000000003,3000676,167.05,388,200
677,8506,Jason,Lee,739,El Paso,TX,79999,(915) 123-4567,1/10/85,1000677,96910.81000000001,2000677,156173.77,3000677,1432.3899999999996,739,6800
678,5634,Lisa,Miller,394,El Paso,TX,79999,(915) 123-4567,2/13/94,1000678,67076.17000000001,2000678,170199.65000000005,3000678,97.74999999999999,394,100
679,2604,Tyrone,Johnston,321,El Paso,TX,79999,(915) 123-4567,1/24/15,1000679,82960.12999999998,2000679,220035.30000000005,3000679,583.9500000000002,321,600
680,7504,Linda,Rodriguez,600,El Paso,TX,79999,(915) 123-4567,7/29/00,1000680,58435.640000000014,2000680,164416.79000000007,3000680,144.35999999999922,600,2000
681,5365,Kenneth,Davis,394,El Paso,TX,79999,(915) 123-4567,6/24/59,1000681,57145.11999999995,2000681,159332.46000000008,3000681,93.61999999999998,394,300
682,4490,Sarah,Griffin,469,El Paso,TX,79999,(915) 123-4567,2/4/17,1000682,79253.69999999998,2000682,188034.27999999997,3000682,571.3000000000002,469,600
